
Region,Country,City,Month,Day,Year,AvgTemperature
Africa,Algeria,Algiers,1,28,1999,55.7
Africa,Algeria,Algiers,1,29,1999,54.6
Africa,Algeria,Algiers,1,30,1999,48.6
Africa,Algeria,Algiers,1,31,1999,45
Africa,Algeria,Algiers,2,1,1999,37.8
Africa,Algeria,Algiers,2,2,1999,41.8
Africa,Algeria,Algiers,2,3,1999,41.6
Africa,Algeria,Algiers,2,4,1999,45.9
Africa,Algeria,Algiers,2,5,1999,47.3
Africa,Algeria,Algiers,2,6,1999,49.6
Africa,Algeria,Algiers,2,7,1999,49.3
Africa,Algeria,Algiers,2,8,1999,51.8
Africa,Algeria,Algiers,2,9,1999,52.5
Africa,Algeria,Algiers,2,10,1999,49.9
Africa,Algeria,Algiers,2,11,1999,48.3
Africa,Algeria,Algiers,2,12,1999,45.2
Africa,Algeria,Algiers,2,13,1999,44.8
Africa,Algeria,Algiers,2,14,1999,45.1
Africa,Algeria,Algiers,2,15,1999,45.5
Africa,Algeria,Algiers,2,16,1999,46.3
Africa,Algeria,Algiers,2,17,1999,46.9
Africa,Algeria,Algiers,2,18,1999,51.2
Africa,Algeria,Algiers,2,19,1999,50.1
Africa,Algeria,Algiers,2,20,1999,51.3
Africa,Algeria,Algiers,2,21,1999,53.5
Africa,Algeria,Algiers,2,22,1999,54.3
Africa,Algeria,Algiers,2,23,1999,54.9
Africa,Algeria,Algiers,2,24,1999,53.2
Africa,Algeria,Algiers,2,25,1999,57
Africa,Algeria,Algiers,2,26,1999,56.7
Africa,Algeria,Algiers,2,27,1999,62.7
Africa,Algeria,Algiers,2,28,1999,57.5
Africa,Algeria,Algiers,3,1,1999,55.3
Africa,Algeria,Algiers,3,2,1999,53.9
Africa,Algeria,Algiers,3,3,1999,52.3
Africa,Algeria,Algiers,3,4,1999,55.3
Africa,Algeria,Algiers,3,5,1999,51.6
Africa,Algeria,Algiers,3,6,1999,49
Africa,Algeria,Algiers,3,7,1999,52.5
Africa,Algeria,Algiers,3,8,1999,52
Africa,Algeria,Algiers,3,9,1999,70.3
Africa,Algeria,Algiers,3,10,1999,69.3
Africa,Algeria,Algiers,3,11,1999,61.6
Africa,Algeria,Algiers,3,12,1999,58.6
Africa,Algeria,Algiers,3,13,1999,62.1
Africa,Algeria,Algiers,3,14,1999,64.7
Africa,Algeria,Algiers,3,15,1999,59.3
Africa,Algeria,Algiers,3,16,1999,58.9
Africa,Algeria,Algiers,3,17,1999,58.2
Africa,Algeria,Algiers,3,18,1999,57.1
Africa,Algeria,Algiers,3,19,1999,55.8
Africa,Algeria,Algiers,3,20,1999,52.9
Africa,Algeria,Algiers,3,21,1999,52
Africa,Algeria,Algiers,3,22,1999,55.7
Africa,Algeria,Algiers,3,23,1999,56.1
Africa,Algeria,Algiers,3,24,1999,64.1
Africa,Algeria,Algiers,3,25,1999,60.6
Africa,Algeria,Algiers,3,26,1999,54
Africa,Algeria,Algiers,3,27,1999,54.1
Africa,Algeria,Algiers,3,28,1999,50.9
Africa,Algeria,Algiers,3,29,1999,53.5
Africa,Algeria,Algiers,3,30,1999,52
Africa,Algeria,Algiers,3,31,1999,55.8
Africa,Algeria,Algiers,4,1,1999,59.8
Africa,Algeria,Algiers,4,2,1999,60.5
Africa,Algeria,Algiers,4,3,1999,57.2
Africa,Algeria,Algiers,4,4,1999,59.2
Africa,Algeria,Algiers,4,5,1999,58.3
Africa,Algeria,Algiers,4,6,1999,60.8
Africa,Algeria,Algiers,4,7,1999,59.9
Africa,Algeria,Algiers,4,8,1999,57.9
Africa,Algeria,Algiers,4,9,1999,53.2
Africa,Algeria,Algiers,4,10,1999,53.1
Africa,Algeria,Algiers,4,11,1999,56.1
Africa,Algeria,Algiers,4,12,1999,57.6
Africa,Algeria,Algiers,4,13,1999,57.6
Africa,Algeria,Algiers,4,14,1999,55.7
Africa,Algeria,Algiers,4,15,1999,63
Africa,Algeria,Algiers,4,16,1999,54.7
Africa,Algeria,Algiers,4,17,1999,58.4
Africa,Algeria,Algiers,4,18,1999,56.4
Africa,Algeria,Algiers,4,19,1999,54.7
Africa,Algeria,Algiers,4,20,1999,58.3
Africa,Algeria,Algiers,4,21,1999,65.5
Africa,Algeria,Algiers,4,22,1999,65.5
Africa,Algeria,Algiers,4,23,1999,62.6
Africa,Algeria,Algiers,4,24,1999,60.5
Africa,Algeria,Algiers,4,25,1999,60.8
Africa,Algeria,Algiers,4,26,1999,64
Africa,Algeria,Algiers,4,27,1999,62.4
Africa,Algeria,Algiers,4,28,1999,63.6
Africa,Algeria,Algiers,4,29,1999,62.3
Africa,Algeria,Algiers,4,30,1999,62
Africa,Algeria,Algiers,5,1,1999,64.6
Africa,Algeria,Algiers,5,2,1999,63.9
Africa,Algeria,Algiers,5,3,1999,62.6
Africa,Algeria,Algiers,5,4,1999,66.2
Africa,Algeria,Algiers,5,5,1999,66
Africa,Algeria,Algiers,5,6,1999,67.3
Africa,Algeria,Algiers,5,7,1999,69.8
Africa,Algeria,Algiers,5,8,1999,68.8
Africa,Algeria,Algiers,5,9,1999,68.6
Africa,Algeria,Algiers,5,10,1999,68.5
Africa,Algeria,Algiers,5,11,1999,67.6
Africa,Algeria,Algiers,5,12,1999,67.7
Africa,Algeria,Algiers,5,13,1999,68.7
Africa,Algeria,Algiers,5,14,1999,71.7
Africa,Algeria,Algiers,5,15,1999,71.8
Africa,Algeria,Algiers,5,16,1999,72.6
Africa,Algeria,Algiers,5,17,1999,68.1
Africa,Algeria,Algiers,5,18,1999,64.5
Africa,Algeria,Algiers,5,19,1999,64.6
Africa,Algeria,Algiers,5,20,1999,63.9
Africa,Algeria,Algiers,5,21,1999,63
Africa,Algeria,Algiers,5,22,1999,63.7
Africa,Algeria,Algiers,5,23,1999,66.3
Africa,Algeria,Algiers,5,24,1999,67.2
Africa,Algeria,Algiers,5,25,1999,67
Africa,Algeria,Algiers,5,26,1999,72.5
Africa,Algeria,Algiers,5,27,1999,72.5
Africa,Algeria,Algiers,5,28,1999,69.3
Africa,Algeria,Algiers,5,29,1999,72.8
Africa,Algeria,Algiers,5,30,1999,75.4
Africa,Algeria,Algiers,5,31,1999,76.8
Africa,Algeria,Algiers,6,1,1999,79.2
Africa,Algeria,Algiers,6,2,1999,77.3
Africa,Algeria,Algiers,6,3,1999,76.1
Africa,Algeria,Algiers,6,4,1999,77.4
Africa,Algeria,Algiers,6,5,1999,73
Africa,Algeria,Algiers,6,6,1999,72.8
Africa,Algeria,Algiers,6,7,1999,71.2
Africa,Algeria,Algiers,6,8,1999,71.3
Africa,Algeria,Algiers,6,9,1999,71.9
Africa,Algeria,Algiers,6,10,1999,70.5
Africa,Algeria,Algiers,6,11,1999,69.2
Africa,Algeria,Algiers,6,12,1999,71.6
Africa,Algeria,Algiers,6,13,1999,71.1
Africa,Algeria,Algiers,6,14,1999,71.5
Africa,Algeria,Algiers,6,15,1999,72
Africa,Algeria,Algiers,6,16,1999,74.3
Africa,Algeria,Algiers,6,17,1999,78
Africa,Algeria,Algiers,6,18,1999,73.9
Africa,Algeria,Algiers,6,19,1999,72.5
Africa,Algeria,Algiers,6,20,1999,73.3
Africa,Algeria,Algiers,6,21,1999,74.8
Africa,Algeria,Algiers,6,22,1999,72.7
Africa,Algeria,Algiers,6,23,1999,73.6
Africa,Algeria,Algiers,6,24,1999,74.3
Africa,Algeria,Algiers,6,25,1999,73.9
Africa,Algeria,Algiers,6,26,1999,71.8
Africa,Algeria,Algiers,6,27,1999,76.1
Africa,Algeria,Algiers,6,28,1999,77.1
Africa,Algeria,Algiers,6,29,1999,77.1
Africa,Algeria,Algiers,6,30,1999,74.5
Africa,Algeria,Algiers,7,1,1999,77.5
Africa,Algeria,Algiers,7,2,1999,79.6
Africa,Algeria,Algiers,7,3,1999,85.3
Africa,Algeria,Algiers,7,4,1999,83.7
Africa,Algeria,Algiers,7,5,1999,80.4
Africa,Algeria,Algiers,7,6,1999,79.2
Africa,Algeria,Algiers,7,7,1999,77.6
Africa,Algeria,Algiers,7,8,1999,75.2
Africa,Algeria,Algiers,7,9,1999,75.6
Africa,Algeria,Algiers,7,10,1999,77.4
Africa,Algeria,Algiers,7,11,1999,79.1
Africa,Algeria,Algiers,7,12,1999,78.1
Africa,Algeria,Algiers,7,13,1999,76.6
Africa,Algeria,Algiers,7,14,1999,77.4
Africa,Algeria,Algiers,7,15,1999,77.3
Africa,Algeria,Algiers,7,16,1999,76.3
Africa,Algeria,Algiers,7,17,1999,79
Africa,Algeria,Algiers,7,18,1999,78.5
Africa,Algeria,Algiers,7,19,1999,79.1
Africa,Algeria,Algiers,7,20,1999,78.6
Africa,Algeria,Algiers,7,21,1999,78.8
Africa,Algeria,Algiers,7,22,1999,78.3
Africa,Algeria,Algiers,7,23,1999,76.6
Africa,Algeria,Algiers,7,24,1999,74.9
Africa,Algeria,Algiers,7,25,1999,74.8
Africa,Algeria,Algiers,7,26,1999,78.1
Africa,Algeria,Algiers,7,27,1999,79.7
Africa,Algeria,Algiers,7,28,1999,74.8
Africa,Algeria,Algiers,7,29,1999,76.8
Africa,Algeria,Algiers,7,30,1999,78.4
Africa,Algeria,Algiers,7,31,1999,77.7
Africa,Algeria,Algiers,8,1,1999,78.5
Africa,Algeria,Algiers,8,2,1999,77.7
Africa,Algeria,Algiers,8,3,1999,78.5
Africa,Algeria,Algiers,8,4,1999,79.7
Africa,Algeria,Algiers,8,5,1999,81.4
Africa,Algeria,Algiers,8,6,1999,81.6
Africa,Algeria,Algiers,8,7,1999,82.9
Africa,Algeria,Algiers,8,8,1999,83.1
Africa,Algeria,Algiers,8,9,1999,81.4
Africa,Algeria,Algiers,8,10,1999,80.7
Africa,Algeria,Algiers,8,11,1999,79.5
Africa,Algeria,Algiers,8,12,1999,81
Africa,Algeria,Algiers,8,13,1999,80.7
Africa,Algeria,Algiers,8,14,1999,79.1
Africa,Algeria,Algiers,8,15,1999,79.9
Africa,Algeria,Algiers,8,16,1999,82.4
Africa,Algeria,Algiers,8,17,1999,84
Africa,Algeria,Algiers,8,18,1999,84.8
Africa,Algeria,Algiers,8,19,1999,81.4
Africa,Algeria,Algiers,8,20,1999,80.7
Africa,Algeria,Algiers,8,21,1999,83.9
Africa,Algeria,Algiers,8,22,1999,82.3
Africa,Algeria,Algiers,8,23,1999,80
Africa,Algeria,Algiers,8,24,1999,84.8
Africa,Algeria,Algiers,8,25,1999,94.9
Africa,Algeria,Algiers,8,26,1999,85.2
Africa,Algeria,Algiers,8,27,1999,84.6
Africa,Algeria,Algiers,8,28,1999,81.5
Africa,Algeria,Algiers,8,29,1999,82.2
Africa,Algeria,Algiers,8,30,1999,78.8
Africa,Algeria,Algiers,8,31,1999,78.6
Africa,Algeria,Algiers,9,1,1999,82.2
Africa,Algeria,Algiers,9,2,1999,82.8
Africa,Algeria,Algiers,9,3,1999,82.1
Africa,Algeria,Algiers,9,4,1999,80.4
Africa,Algeria,Algiers,9,5,1999,84.1
Africa,Algeria,Algiers,9,6,1999,82.7
Africa,Algeria,Algiers,9,7,1999,78.4
Africa,Algeria,Algiers,9,8,1999,78.6
Africa,Algeria,Algiers,9,9,1999,77.2
Africa,Algeria,Algiers,9,10,1999,76.2
Africa,Algeria,Algiers,9,11,1999,75.5
Africa,Algeria,Algiers,9,12,1999,74.1
Africa,Algeria,Algiers,9,13,1999,73.4
Africa,Algeria,Algiers,9,14,1999,79.7
Africa,Algeria,Algiers,9,15,1999,76.8
Africa,Algeria,Algiers,9,16,1999,73.7
Africa,Algeria,Algiers,9,17,1999,72.5
Africa,Algeria,Algiers,9,18,1999,73.5
Africa,Algeria,Algiers,9,19,1999,74.8
Africa,Algeria,Algiers,9,20,1999,71.8
Africa,Algeria,Algiers,9,21,1999,68.6
Africa,Algeria,Algiers,9,22,1999,75.3
Africa,Algeria,Algiers,9,23,1999,75.4
Africa,Algeria,Algiers,9,24,1999,74.4
Africa,Algeria,Algiers,9,25,1999,76.1
Africa,Algeria,Algiers,9,26,1999,73.3
Africa,Algeria,Algiers,9,27,1999,74.6
Africa,Algeria,Algiers,9,28,1999,72.9
Africa,Algeria,Algiers,9,29,1999,72.2
Africa,Algeria,Algiers,9,30,1999,74
Africa,Algeria,Algiers,10,1,1999,71.8
Africa,Algeria,Algiers,10,2,1999,71.7
Africa,Algeria,Algiers,10,3,1999,77.7
Africa,Algeria,Algiers,10,4,1999,70.9
Africa,Algeria,Algiers,10,5,1999,69.9
Africa,Algeria,Algiers,10,6,1999,68.7
Africa,Algeria,Algiers,10,7,1999,70.5
Africa,Algeria,Algiers,10,8,1999,68.4
Africa,Algeria,Algiers,10,9,1999,69.3
Africa,Algeria,Algiers,10,10,1999,67.6
Africa,Algeria,Algiers,10,11,1999,69.2
Africa,Algeria,Algiers,10,12,1999,76.4
Africa,Algeria,Algiers,10,13,1999,72.3
Africa,Algeria,Algiers,10,14,1999,70.7
Africa,Algeria,Algiers,10,15,1999,71.8
Africa,Algeria,Algiers,10,16,1999,71
Africa,Algeria,Algiers,10,17,1999,71.6
Africa,Algeria,Algiers,10,18,1999,71.3
Africa,Algeria,Algiers,10,19,1999,65.8
Africa,Algeria,Algiers,10,20,1999,69
Africa,Algeria,Algiers,10,21,1999,67.9
Africa,Algeria,Algiers,10,22,1999,69.1
Africa,Algeria,Algiers,10,23,1999,70.7
Africa,Algeria,Algiers,10,24,1999,68.7
Africa,Algeria,Algiers,10,25,1999,67.2
Africa,Algeria,Algiers,10,26,1999,70.6
Africa,Algeria,Algiers,10,27,1999,86.6
Africa,Algeria,Algiers,10,28,1999,84.2
Africa,Algeria,Algiers,10,29,1999,83.7
Africa,Algeria,Algiers,10,30,1999,73.8
Africa,Algeria,Algiers,10,31,1999,65.1
Africa,Algeria,Algiers,11,1,1999,63.2
Africa,Algeria,Algiers,11,2,1999,66.3
Africa,Algeria,Algiers,11,3,1999,65.8
Africa,Algeria,Algiers,11,4,1999,64.4
Africa,Algeria,Algiers,11,5,1999,60.1
Africa,Algeria,Algiers,11,6,1999,62.3
Africa,Algeria,Algiers,11,7,1999,63.7
Africa,Algeria,Algiers,11,8,1999,57.8
Africa,Algeria,Algiers,11,9,1999,59.8
Africa,Algeria,Algiers,11,10,1999,58.6
Africa,Algeria,Algiers,11,11,1999,66.2
Africa,Algeria,Algiers,11,12,1999,68.9
Africa,Algeria,Algiers,11,13,1999,58.2
Africa,Algeria,Algiers,11,14,1999,55.5
Africa,Algeria,Algiers,11,15,1999,52.9
Africa,Algeria,Algiers,11,16,1999,52.6
Africa,Algeria,Algiers,11,17,1999,55.4
Africa,Algeria,Algiers,11,18,1999,53.9
Africa,Algeria,Algiers,11,19,1999,54.7
Africa,Algeria,Algiers,11,20,1999,52.7
Africa,Algeria,Algiers,11,21,1999,48
Africa,Algeria,Algiers,11,22,1999,43.7
Africa,Algeria,Algiers,11,23,1999,47.5
Africa,Algeria,Algiers,11,24,1999,46.3
Africa,Algeria,Algiers,11,25,1999,46.9
Africa,Algeria,Algiers,11,26,1999,48.1
Africa,Algeria,Algiers,11,27,1999,50.8
Africa,Algeria,Algiers,11,28,1999,55.2
Africa,Algeria,Algiers,11,29,1999,54.9
Africa,Algeria,Algiers,11,30,1999,58.5
Africa,Algeria,Algiers,12,1,1999,60
Africa,Algeria,Algiers,12,2,1999,57.3
Africa,Algeria,Algiers,12,3,1999,55.5
Africa,Algeria,Algiers,12,4,1999,60
Africa,Algeria,Algiers,12,5,1999,57.2
Africa,Algeria,Algiers,12,6,1999,53.9
Africa,Algeria,Algiers,12,7,1999,49.4
Africa,Algeria,Algiers,12,8,1999,48.7
Africa,Algeria,Algiers,12,9,1999,51.8
Africa,Algeria,Algiers,12,10,1999,54.9
Africa,Algeria,Algiers,12,11,1999,53.4
Africa,Algeria,Algiers,12,12,1999,54.7
Africa,Algeria,Algiers,12,13,1999,57.5
Africa,Algeria,Algiers,12,14,1999,60.9
Africa,Algeria,Algiers,12,15,1999,61.4
Africa,Algeria,Algiers,12,16,1999,46.1
Africa,Algeria,Algiers,12,17,1999,42.3
Africa,Algeria,Algiers,12,18,1999,50.8
Africa,Algeria,Algiers,12,19,1999,52.7
Africa,Algeria,Algiers,12,20,1999,53.4
Africa,Algeria,Algiers,12,21,1999,52
Africa,Algeria,Algiers,12,22,1999,47.8
Africa,Algeria,Algiers,12,23,1999,46.7
Africa,Algeria,Algiers,12,24,1999,48.4
Africa,Algeria,Algiers,12,25,1999,50
Africa,Algeria,Algiers,12,26,1999,53.4
Africa,Algeria,Algiers,12,27,1999,58.7
Africa,Algeria,Algiers,12,28,1999,58.9
Africa,Algeria,Algiers,12,29,1999,53.5
Africa,Algeria,Algiers,12,30,1999,49.1
Africa,Algeria,Algiers,12,31,1999,42.7
Africa,Algeria,Algiers,1,1,2000,43.9
Africa,Algeria,Algiers,1,2,2000,46.5
Africa,Algeria,Algiers,1,3,2000,46.1
Africa,Algeria,Algiers,1,4,2000,45.7
Africa,Algeria,Algiers,1,5,2000,46.2
Africa,Algeria,Algiers,1,6,2000,43.8
Africa,Algeria,Algiers,1,7,2000,44.9
Africa,Algeria,Algiers,1,8,2000,46.2
Africa,Algeria,Algiers,1,9,2000,45.7
Africa,Algeria,Algiers,1,10,2000,45.2
Africa,Algeria,Algiers,1,11,2000,45.2
Africa,Algeria,Algiers,1,12,2000,45.6
Africa,Algeria,Algiers,1,13,2000,46.6
Africa,Algeria,Algiers,1,14,2000,46.6
Africa,Algeria,Algiers,1,15,2000,49.9
Africa,Algeria,Algiers,1,16,2000,50.2
Africa,Algeria,Algiers,1,17,2000,46.2
Africa,Algeria,Algiers,1,18,2000,48.8
Africa,Algeria,Algiers,1,19,2000,49.1
Africa,Algeria,Algiers,1,20,2000,50.8
Africa,Algeria,Algiers,1,21,2000,47.5
Africa,Algeria,Algiers,1,22,2000,45.4
Africa,Algeria,Algiers,1,23,2000,45.1
Africa,Algeria,Algiers,1,24,2000,46.7
Africa,Algeria,Algiers,1,25,2000,47.2
Africa,Algeria,Algiers,1,26,2000,47.6
Africa,Algeria,Algiers,1,27,2000,49
